,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
1959,1932,118,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1960,1933,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
1961,1934,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1962,1936,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1963,1937,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
1964,1939,219,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
1965,1940,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
1966,1941,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1967,1942,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1968,1,312,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
1969,1943,201,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1970,1944,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
1971,1945,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1972,1946,177,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
1973,1947,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
1974,1948,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1975,1949,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1976,1950,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
1977,1951,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1978,1952,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1979,1953,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
1980,1954,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1981,1955,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
1982,1956,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1983,1957,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1984,1958,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1985,1959,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
1986,1960,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1987,1961,36,OffSeason,[4-7],Standard,[260-360],[3-4],False
1988,1962,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1989,1963,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1990,1964,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1991,1965,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1992,1966,36,OffSeason,[4-7],Standard,[260-360],[3-4],False
1993,1967,104,OffSeason,[4-7],Nonref,[160-260],[2-2],False
1994,1968,313,OffSeason,[2-3],Nonref,[0-160],[3-4],False
1995,1969,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1996,1970,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1997,1971,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1998,1972,287,LowSeason,[2-3],Nonref,[160-260],[3-4],False
1999,1973,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2000,1974,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2001,1976,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2002,1977,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
2003,1978,115,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2004,1979,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2005,1980,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2006,1981,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2007,1983,125,HighSeason,[2-3],Standard,[0-160],[2-2],True
2008,1984,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2009,1985,254,OffSeason,[2-3],Nonref,[260-360],[3-4],False
2010,1986,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2011,1987,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2012,1988,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
2013,1989,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2014,1990,314,LowSeason,[4-7],Nonref,[160-260],[5-inf],False
2015,1991,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2016,1992,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2017,1993,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2018,706,35,OffSeason,[4-7],Standard,[160-260],[3-4],False
2019,1994,158,OffSeason,[4-7],Nonref,[160-260],[3-4],False
2020,1995,315,HighSeason,[8-inf],Nonref,[160-260],[2-2],True
2021,1996,115,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2022,1997,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2023,1998,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2024,1999,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2025,2000,117,OffSeason,[2-3],Standard,[260-360],[5-inf],False
2026,2001,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2027,1,158,OffSeason,[4-7],Nonref,[160-260],[3-4],False
2028,2002,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2029,2003,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2030,1601,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2031,2004,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
2032,2005,316,LowSeason,[4-7],Standard,[260-360],[2-2],True
2033,2006,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2034,2007,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2035,2008,164,HighSeason,[2-3],Standard,[160-260],[2-2],False
2036,2009,201,OffSeason,[2-3],Nonref,[160-260],[1-1],False
2037,2010,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2038,1484,215,OffSeason,[4-7],Nonref,[160-260],[1-1],False
2039,2011,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2040,2012,201,OffSeason,[2-3],Nonref,[160-260],[1-1],False
2041,2013,152,OffSeason,[4-7],Nonref,[260-360],[3-4],True
2042,2014,117,OffSeason,[2-3],Standard,[260-360],[5-inf],False
2043,2015,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2044,2016,182,OffSeason,[2-3],Nonref,[160-260],[1-1],True
2045,2017,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2046,2018,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2047,2019,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2048,2021,110,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
2049,2022,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2050,2023,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
2051,1413,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2052,2024,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2053,2025,22,OffSeason,[2-3],Standard,[160-260],[1-1],False
2054,2026,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
2055,2027,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2056,2028,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2057,2029,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2058,2030,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2059,2031,115,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2060,2033,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2061,2034,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2062,2035,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2063,2036,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2064,2037,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2065,2038,250,OffSeason,[2-3],Nonref,[260-360],[2-2],True
2066,2039,35,OffSeason,[4-7],Standard,[160-260],[3-4],False
2067,2040,120,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
2068,2041,318,OffSeason,[4-7],Standard,[0-160],[1-1],False
2069,2042,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2070,706,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2071,2043,319,LowSeason,[2-3],Standard,[0-160],[2-2],True
2072,2044,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2073,2045,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2074,2046,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2075,2047,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2076,2048,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2077,2049,184,HighSeason,[4-7],Standard,[260-360],[3-4],True
2078,2050,118,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
2079,2051,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2080,2052,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2081,2053,38,OffSeason,[0-1],Standard,[160-260],[3-4],True
2082,2054,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2083,2055,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
2084,706,19,OffSeason,[4-7],Standard,[160-260],[1-1],True
2085,2056,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2086,2057,320,LowSeason,[2-3],Standard,[260-360],[3-4],False
2087,2058,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2088,2059,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2089,2060,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2090,2061,146,LowSeason,[4-7],Nonref,[160-260],[5-inf],True
2091,2062,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2092,2063,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2093,2064,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2094,2065,218,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
2095,2066,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2096,2067,191,OffSeason,[2-3],Nonref,[0-160],[2-2],False
2097,2068,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2098,2069,312,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
2099,2070,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2100,2071,321,LowSeason,[4-7],Nonref,[160-260],[2-2],False
2101,2072,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2102,2073,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2103,2074,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2104,2075,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2105,2076,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2106,706,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
2107,2077,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2108,2078,322,LowSeason,[4-7],Standard,[160-260],[2-2],False
2109,2079,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
2110,2080,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2111,2081,104,OffSeason,[4-7],Nonref,[160-260],[2-2],False
2112,2082,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2113,2083,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2114,2084,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2115,2085,142,HighSeason,[4-7],Standard,[260-360],[5-inf],True
2116,2086,158,OffSeason,[4-7],Nonref,[160-260],[3-4],False
2117,2087,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2118,2088,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2119,2090,42,OffSeason,[2-3],Standard,[260-360],[2-2],True
2120,2091,186,OffSeason,[4-7],Standard,[0-160],[3-4],True
2121,2092,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2122,2093,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2123,2094,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2124,2095,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2125,2096,110,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
2126,2097,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2127,2098,29,OffSeason,[4-7],Standard,[160-260],[2-2],True
2128,2099,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2129,2100,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2130,2101,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2131,2102,323,OffSeason,[4-7],Nonref,[260-360],[2-2],True
2132,2103,113,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
2133,2104,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2134,2105,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2135,2107,117,OffSeason,[2-3],Standard,[260-360],[5-inf],False
2136,2108,324,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2137,2109,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2138,2110,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
2139,2112,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2140,2113,307,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
2141,1994,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2142,2114,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2143,706,194,OffSeason,[0-1],Standard,[160-260],[2-2],False
2144,870,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2145,706,325,HighSeason,[0-1],Standard,[160-260],[3-4],False
2146,2116,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2147,2117,139,OffSeason,[8-inf],Standard,[160-260],[3-4],True
2148,1287,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2149,2118,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2150,2119,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2151,2120,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2152,2121,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2153,2122,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2154,2124,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2155,706,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2156,2126,151,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
2157,2127,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2158,2128,215,OffSeason,[4-7],Nonref,[160-260],[1-1],False
2159,2129,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2160,2130,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
2161,2131,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
2162,2132,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
2163,2133,118,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
2164,2134,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2165,2135,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
2166,2136,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2167,2137,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2168,2138,219,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
2169,2140,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
2170,2141,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
2171,447,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
2172,2142,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2173,2143,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2174,2144,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
2175,1413,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
2176,2145,158,OffSeason,[4-7],Nonref,[160-260],[3-4],False
2177,2146,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2178,2147,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2179,2148,236,LowSeason,[4-7],Standard,[160-260],[2-2],True
2180,2149,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
2181,2150,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
2182,2151,115,OffSeason,[2-3],Nonref,[0-160],[2-2],True
2183,2152,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2184,2153,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2185,2154,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2186,2155,317,LowSeason,[2-3],Nonref,[160-260],[2-2],False
2187,2156,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2188,2157,20,OffSeason,[2-3],Standard,[160-260],[1-1],True
2189,2158,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2190,2159,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2191,706,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2192,1178,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2193,1178,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2194,2160,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2195,2161,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2196,2162,287,LowSeason,[2-3],Nonref,[160-260],[3-4],False
2197,706,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
2198,2163,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2199,2164,187,LowSeason,[2-3],Nonref,[160-260],[2-2],True
2200,2165,132,OffSeason,[2-3],Nonref,[260-360],[3-4],True
2201,2166,326,OffSeason,[0-1],Nonref,[160-260],[3-4],True
2202,2167,326,OffSeason,[0-1],Nonref,[160-260],[3-4],True
2203,2168,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2204,1729,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2205,2169,159,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
2206,2170,133,HighSeason,[4-7],Nonref,[160-260],[2-2],True
2207,2171,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2208,2172,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2209,2173,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2210,2174,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2211,2175,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2212,2176,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2213,2177,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
2214,2178,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2215,2178,327,OffSeason,[0-1],Nonref,[0-160],[2-2],True
2216,2179,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2217,2180,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2218,2181,110,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
2219,2182,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
2220,2183,159,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
2221,2184,328,HighSeason,[8-inf],Nonref,[160-260],[5-inf],True
2222,2185,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2223,2186,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2224,2187,329,LowSeason,[0-1],Nonref,[160-260],[3-4],True
2225,2188,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2226,2189,326,OffSeason,[0-1],Nonref,[160-260],[3-4],True
2227,2190,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2228,2191,135,OffSeason,[2-3],Standard,[0-160],[2-2],False
2229,2192,291,LowSeason,[2-3],Standard,[160-260],[3-4],False
2230,2193,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2231,2194,121,OffSeason,[4-7],Nonref,[0-160],[2-2],True
2232,2195,100,HighSeason,[2-3],Standard,[160-260],[3-4],False
2233,2196,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2234,2198,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2235,2199,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2236,706,193,OffSeason,[0-1],Standard,[160-260],[3-4],False
2237,2200,134,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
2238,2201,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
2239,2202,12,LowSeason,[2-3],Standard,[160-260],[5-inf],True
2240,2203,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
2241,2204,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2242,2205,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2243,2206,204,HighSeason,[4-7],Nonref,[160-260],[3-4],True
2244,2207,122,OffSeason,[4-7],Nonref,[160-260],[3-4],True
2245,2208,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2246,2209,330,LowSeason,[4-7],Standard,[0-160],[2-2],False
2247,2210,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2248,2212,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2249,2213,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2250,2214,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2251,2215,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2252,1413,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
2253,2216,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2254,706,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2255,2217,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2256,2219,282,HighSeason,[4-7],Standard,[160-260],[3-4],False
2257,2220,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2258,2221,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
2259,2222,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
2260,2223,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2261,2223,264,HighSeason,[2-3],Nonref,[160-260],[2-2],True
2262,2224,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2263,2225,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2264,2226,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2265,2227,252,LowSeason,[2-3],Nonref,[160-260],[3-4],True
2266,2228,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2267,2229,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2268,2230,331,LowSeason,[4-7],Standard,[160-260],[3-4],False
2269,2231,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2270,2233,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2271,2234,12,LowSeason,[2-3],Standard,[160-260],[5-inf],True
2272,2235,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2273,2237,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2274,2238,312,LowSeason,[4-7],Nonref,[260-360],[5-inf],False
2275,2239,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
2276,2240,151,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
2277,2241,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2278,2242,177,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
2279,2243,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
2280,2244,203,LowSeason,[2-3],Standard,[160-260],[2-2],True
2281,2246,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2282,2247,332,HighSeason,[4-7],Nonref,[260-360],[2-2],True
2283,2248,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2284,2249,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
2285,2250,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2286,2251,254,OffSeason,[2-3],Nonref,[260-360],[3-4],False
2287,706,26,OffSeason,[2-3],Standard,[160-260],[2-2],False
2288,2252,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2289,2253,262,HighSeason,[2-3],Standard,[260-360],[5-inf],False
2290,2254,191,OffSeason,[2-3],Nonref,[0-160],[2-2],False
2291,2255,333,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
2292,2256,324,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
2293,2257,285,LowSeason,[4-7],Standard,[260-360],[3-4],True
2294,2258,156,LowSeason,[4-7],Nonref,[160-260],[2-2],True
2295,2259,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2296,2260,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2297,2261,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2298,2262,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2299,2263,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2300,1904,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2301,2264,253,HighSeason,[2-3],Standard,[260-360],[5-inf],True
2302,2266,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2303,2267,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2304,2268,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2305,2269,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2306,2270,40,OffSeason,[2-3],Standard,[160-260],[5-inf],True
2307,2271,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2308,2272,109,OffSeason,[4-7],Nonref,[160-260],[2-2],True
2309,1807,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
2310,2273,308,HighSeason,[4-7],Standard,[160-260],[5-inf],True
2311,2274,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2312,2275,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2313,2276,116,HighSeason,[4-7],Standard,[160-260],[3-4],True
2314,2277,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2315,2278,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2316,2280,103,OffSeason,[2-3],Nonref,[160-260],[2-2],True
2317,2281,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
2318,2282,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
2319,2283,205,LowSeason,[2-3],Standard,[160-260],[3-4],True
2320,962,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2321,2284,41,OffSeason,[2-3],Standard,[160-260],[2-2],True
2322,2285,43,OffSeason,[2-3],Standard,[160-260],[3-4],False
2323,2286,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2324,2287,124,HighSeason,[2-3],Nonref,[160-260],[3-4],True
2325,2288,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2326,2289,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2327,2290,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
2328,2145,193,OffSeason,[0-1],Standard,[160-260],[3-4],False
2329,2291,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
2330,2292,335,HighSeason,[2-3],Standard,[160-260],[2-2],True
2331,2261,336,OffSeason,[8-inf],Standard,[260-360],[1-1],True
2332,2293,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2333,2294,22,OffSeason,[2-3],Standard,[160-260],[1-1],False
2334,2295,196,OffSeason,[2-3],Nonref,[260-360],[2-2],False
2335,2296,28,OffSeason,[2-3],Standard,[160-260],[3-4],True
2336,2298,30,OffSeason,[2-3],Standard,[260-360],[3-4],True
2337,2300,185,LowSeason,[4-7],Nonref,[160-260],[3-4],True
2338,2301,16,OffSeason,[4-7],Standard,[160-260],[3-4],True
2339,2302,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2340,2303,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2341,2304,260,HighSeason,[2-3],Standard,[160-260],[5-inf],True
2342,706,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
2343,2305,105,OffSeason,[2-3],Nonref,[160-260],[3-4],False
2344,706,13,LowSeason,[4-7],Standard,[160-260],[3-4],True
2345,2306,334,HighSeason,[4-7],Standard,[160-260],[2-2],False
2346,2308,101,OffSeason,[2-3],Nonref,[160-260],[2-2],False
2347,2309,189,LowSeason,[2-3],Standard,[260-360],[5-inf],True
2348,2310,99,OffSeason,[2-3],Nonref,[160-260],[3-4],True
